"director_name","duration","actor_2_name","gross","actor_1_name","movie_title","actor_3_name","language","country","budget","title_year","imdb_score","genres"
"Bill Condon",115,"Kristen Stewart",292298923,"Robert Pattinson","The Twilight Saga: Breaking Dawn - Part 2 ","Taylor Lautner","English","USA",120000000,2012,5.5,"Adventure"
"Tim Johnson",94,"Matt Jones",177343675,"Jim Parsons","Home ","April Winchell","English","USA",135000000,2015,6.7,"Adventure"
"Steven Spielberg",116,"Lisa Ann Walter",234277056,"Tom Cruise","War of the Worlds ","Rick Gonzalez","English","USA",132000000,2005,6.5,"Adventure"
"Michael Bay",147,"Henry Rollins",138396624,"Will Smith","Bad Boys II ","Jordi Mollà","English","USA",130000000,2003,6.6,"Action"
"Chris Miller",90,"Constance Marie",149234747,"Salma Hayek","Puss in Boots ","Amy Sedaris","English","USA",130000000,2011,6.7,"Action"
"Phillip Noyce",101,"Andre Braugher",118311368,"Angelina Jolie Pitt","Salt ","August Diehl","English","USA",110000000,2010,6.4,"Action"
"Darren Aronofsky",138,"Emma Watson",101160529,"Anthony Hopkins","Noah ","Logan Lerman","English","USA",125000000,2014,5.8,"Action"
"Steven Spielberg",107,"Mackenzie Crook",77564037,"Toby Jones","The Adventures of Tintin ","Tony Curran","English","USA",135000000,2011,7.4,"Action"
"Alfonso Cuarón",142,"Gary Oldman",249358727,"Daniel Radcliffe","Harry Potter and the Prisoner of Azkaban ","Rupert Grint","English","UK",130000000,2004,7.8,"Adventure"
"Baz Luhrmann",165,"Bryan Brown",49551662,"Essie Davis","Australia ","Eddie Baroo","English","Australia",130000000,2008,6.6,"Adventure"
"M. Night Shyamalan",100,"Zoë Kravitz",60522097,"Will Smith","After Earth ","Glenn Morshower","English","USA",130000000,2013,4.9,"Action"
"Eric Leighton",82,"D.B. Sweeney",137748063,"Alfre Woodard","Dinosaur ","Della Reese","English","USA",127500000,2000,6.5,"Adventure"
"Shawn Levy",98,"Rami Malek",113733726,"Robin Williams","Night at the Museum: Secret of the Tomb ","Steve Coogan","English","USA",127000000,2014,6.2,"Adventure"
"Tom McGrath",95,"Brad Pitt",148337537,"J.K. Simmons","Megamind ","Will Ferrell","English","USA",130000000,2010,7.3,"Action"
"Chris Columbus",159,"Fiona Shaw",317557891,"Daniel Radcliffe","Harry Potter and the Sorcerer's Stone ","Verne Troyer","English","UK",125000000,2001,7.5,"Adventure"
"Robert Schwentke",96,"Jeff Bridges",33592415,"Ryan Reynolds","R.I.P.D. ","Stephanie Szostak","English","USA",130000000,2013,5.6,"Action"
"Gore Verbinski",143,"Orlando Bloom",305388685,"Johnny Depp","Pirates of the Caribbean: The Curse of the Black Pearl ","Jack Davenport","English","USA",140000000,2003,8.1,"Action"
"Francis Lawrence",123,"Philip Seymour Hoffman",337103873,"Jennifer Lawrence","The Hunger Games: Mockingjay - Part 1 ","Josh Hutcherson","English","USA",125000000,2014,6.7,"Adventure"
"Ron Howard",174,"Seth Gabel",217536138,"Tom Hanks","The Da Vinci Code ","Jürgen Prochnow","English","USA",125000000,2006,6.6,"Mystery"
"Carlos Saldanha",101,"Rachel Crow",131536019,"Miguel Ferrer","Rio 2 ","Jeffrey Garcia","English","USA",103000000,2014,6.4,"Adventure"
"Bryan Singer",134,"Bruce Davison",214948780,"Hugh Jackman","X-Men 2 ","Aaron Stanford","English","Canada",110000000,2003,7.5,"Action"
"Justin Lin",132,"Vin Diesel",209805005,"Paul Walker","Fast Five ","Dwayne Johnson","English","USA",125000000,2011,7.3,"Action"
"Guy Ritchie",129,"Eddie Marsan",186830669,"Robert Downey Jr.","Sherlock Holmes: A Game of Shadows ","Paul Anderson","English","USA",125000000,2011,7.5,"Action"
"Louis Leterrier",106,"Jason Flemyng",163192114,"Liam Neeson","Clash of the Titans ","Alexa Davalos","English","USA",125000000,2010,5.8,"Action"
"Paul Verhoeven",113,"Rachel Ticotin",119412921,"Ronny Cox","Total Recall ","Marshall Bell","English","USA",65000000,1990,7.5,"Action"
"John McTiernan",102,"Vladimir Kulich",32694788,"Tony Curran","The 13th Warrior ","Clive Russell","English","USA",85000000,1999,6.6,"Action"
"Tony Gilroy",135,"Scott Glenn",113165635,"Jeremy Renner","The Bourne Legacy ","Stacy Keach","English","USA",125000000,2012,6.7,"Action"
"Joel Schumacher",125,"Vivica A. Fox",107285004,"Michael Gough","Batman & Robin ","John Glover","English","USA",125000000,1997,3.7,"Action"
"Ron Howard",110,"T.J. Thyne",260031035,"Clint Howard","How the Grinch Stole Christmas ","Molly Shannon","English","USA",123000000,2000,6,"Comedy"
"Roland Emmerich",124,"Dennis Quaid",186739919,"Jake Gyllenhaal","The Day After Tomorrow ","Sela Ward","English","USA",125000000,2004,6.4,"Action"
"John Woo",123,"Dougray Scott",215397307,"Tom Cruise","Mission: Impossible II ","Richard Roxburgh","English","USA",125000000,2000,6.1,"Action"
"Wolfgang Petersen",130,"Mary Elizabeth Mastrantonio",182618434,"Karen Allen","The Perfect Storm ","Bob Gunton","English","USA",140000000,2000,6.4,"Action"
"Tim Story",92,"Ioan Gruffudd",131920333,"Chris Evans","Fantastic 4: Rise of the Silver Surfer ","Andre Braugher","English","USA",130000000,2007,5.6,"Action"
"Ang Lee",127,"Rafe Spall",124976634,"Suraj Sharma","Life of Pi ","Tabu","English","USA",120000000,2012,8,"Adventure"
"Mark Steven Johnson",123,"Matt Long",115802596,"Nicolas Cage","Ghost Rider ","Peter Fonda","English","USA",110000000,2007,5.2,"Action"
"Paul Greengrass",123,"Riz Ahmed",108521835,"Matt Damon","Jason Bourne ","Ato Essandoh","English","UK",120000000,2016,7.1,"Action"
"McG",107,"Bernie Mac",100685880,"Demi Moore","Charlie's Angels: Full Throttle ","Justin Theroux","English","USA",120000000,2003,4.8,"Action"
"Ridley Scott",124,"Charlize Theron",126464904,"Michael Fassbender","Prometheus ","Sean Harris","English","USA",130000000,2012,7,"Adventure"
"Rob Minkoff",77,"Brad Garrett",64736114,"Nathan Lane","Stuart Little 2 ","Melanie Griffith","English","USA",120000000,2002,5.4,"Adventure"
"Neill Blomkamp",109,"Sharlto Copley",93050117,"Matt Damon","Elysium ","Alice Braga","English","USA",115000000,2013,6.6,"Action"
"David Twohy",134,"Alexa Davalos",57637485,"Vin Diesel","The Chronicles of Riddick ","Christina Cox","English","USA",105000000,2004,6.7,"Action"
"José Padilha",117,"Abbie Cornish",58607007,"Gary Oldman","RoboCop ","Jennifer Ehle","English","USA",100000000,2014,6.2,"Action"
"Lana Wachowski",135,"Kick Gurry",43929341,"Scott Porter","Speed Racer ","Nicholas Elia","English","USA",120000000,2008,6.1,"Action"
"James L. Brooks",121,"Domenick Lombardozzi",30212620,"Shelley Conn","How Do You Know ","Teyonah Parris","English","USA",120000000,2010,5.3,"Comedy"
"James Mangold",117,"Marc Blucas",76418654,"Tom Cruise","Knight and Day ","Jordi Mollà","English","USA",117000000,2010,6.3,"Action"
"Joseph Kosinski",124,"Tom Cruise",89021735,"Morgan Freeman","Oblivion ","Zoë Bell","English","USA",120000000,2013,7,"Action"
"George Lucas",140,"Christopher Lee",380262555,"Natalie Portman","Star Wars: Episode III - Revenge of the Sith ","Hayden Christensen","English","USA",113000000,2005,7.6,"Action"
"George Lucas",142,"Christopher Lee",310675583,"Natalie Portman","Star Wars: Episode II - Attack of the Clones ","Hayden Christensen","English","USA",115000000,2002,6.7,"Action"
"Pete Docter",92,"John Ratzenberger",289907418,"Steve Buscemi","Monsters, Inc. ","James Coburn","English","USA",115000000,2001,8.1,"Adventure"
"James Mangold",138,"Tao Okamoto",132550960,"Hugh Jackman","The Wolverine ","Rila Fukushima","English","USA",120000000,2013,6.7,"Action"
"George Lucas",136,"Liam Neeson",474544677,"Natalie Portman","Star Wars: Episode I - The Phantom Menace ","Ian McDiarmid","English","USA",115000000,1999,6.5,"Action"
"Kirk De Micco",98,"Emma Stone",187165546,"Ryan Reynolds","The Croods ","Nicolas Cage","English","USA",135000000,2013,7.3,"Adventure"
"John Woo",153,"Roger Willie",40911830,"Nicolas Cage","Windtalkers ","Noah Emmerich","English","USA",115000000,2002,6,"Action"
"Cedric Nicolas-Troyan",120,"Sam Claflin",47952020,"Chris Hemsworth","The Huntsman: Winter's War ","Charlize Theron","English","USA",115000000,2016,6.1,"Action"
"Jonathan Liebesman",101,"Danny Woodburn",190871240,"Noel Fisher","Teenage Mutant Ninja Turtles ","Jeremy Howard","English","USA",125000000,2014,5.9,"Action"
"Alfonso Cuarón",91,"Basher Savage",274084951,"Phaldut Sharma","Gravity ","Amy Warren","English","UK",100000000,2013,7.8,"Adventure"
"Roger Donaldson",108,"Grant Heslov",67155742,"Jamie Renée Smith","Dante's Peak ","Tzi Ma","English","USA",116000000,1997,5.8,"Action"
"Dave Green",112,"Noel Fisher",81638674,"Stephen Amell","Teenage Mutant Ninja Turtles: Out of the Shadows ","Brad Garrett","English","USA",135000000,2016,6.3,"Action"
"Josh Trank",100,"Reg E. Cathey",56114221,"Tim Blake Nelson","Fantastic Four ","Tim Heidecker","English","USA",120000000,2015,4.3,"Action"
"Shawn Levy",108,"Rami Malek",250863268,"Robin Williams","Night at the Museum ","Steve Coogan","English","USA",110000000,2006,6.4,"Action"
"Brad Peyton",114,"Ioan Gruffudd",155181732,"Dwayne Johnson","San Andreas ","Archie Panjabi","English","USA",110000000,2015,6.1,"Action"
"Roger Spottiswoode",119,"Colin Salmon",125332007,"Vincent Schiavelli","Tomorrow Never Dies ","Joe Don Baker","English","UK",110000000,1997,6.5,"Action"
"Roland Emmerich",142,"Adam Baldwin",113330342,"Heath Ledger","The Patriot ","Tom Wilkinson","English","USA",110000000,2000,7.1,"Action"
"Steven Soderbergh",125,"Julia Roberts",125531634,"Brad Pitt","Ocean's Twelve ","Mini Anden","English","USA",110000000,2004,6.4,"Crime"
"Doug Liman",126,"Angelina Jolie Pitt",186336103,"Brad Pitt","Mr. & Mrs. Smith ","Stephanie March","English","USA",120000000,2005,6.5,"Action"
"Robert Schwentke",119,"Theo James",129995817,"Kate Winslet","Insurgent ","Mekhi Phifer","English","USA",110000000,2015,6.3,"Adventure"
"Martin Scorsese",170,"Adam Scott",102608827,"Leonardo DiCaprio","The Aviator ","Frances Conroy","English","USA",110000000,2004,7.5,"Biography"
"Rob Letterman",85,"Catherine Tate",42776259,"James Corden","Gulliver's Travels ","Olly Alexander","English","USA",112000000,2010,4.9,"Adventure"
"Michel Gondry",119,"Tom Wilkinson",98780042,"Christoph Waltz","The Green Hornet ","Chad L. Coleman","English","USA",120000000,2011,5.8,"Action"
"Noam Murro",102,"Sullivan Stapleton",106369117,"Eva Green","300: Rise of an Empire ","Peter Mensah","English","USA",110000000,2014,6.2,"Action"
"Raja Gosnell",103,"Tim Gunn",142614158,"Mahadeo Shivraj","The Smurfs ","Madison McKinley","English","USA",110000000,2011,5.5,"Adventure"
"Will Finn",76,"Roseanne Barr",50026353,"Steve Buscemi","Home on the Range ","G.W. Bailey","English","USA",110000000,2004,5.4,"Animation"
"Robert Schwentke",120,"Theo James",66002193,"Naomi Watts","Allegiant ","Zoë Kravitz","English","USA",110000000,2016,5.8,"Action"
"Shawn Levy",127,"Torey Michael Adkins",85463309,"Hugh Jackman","Real Steel ","Olga Fonda","English","USA",110000000,2011,7.1,"Action"
"Raja Gosnell",105,"Nancy O'Dell",71017784,"Jacob Tremblay","The Smurfs 2 ","Vanessa Matsui","English","USA",105000000,2013,5.4,"Adventure"
"Jan de Bont",121,"Temuera Morrison",48068396,"Jason Patric","Speed 2: Cruise Control ","Lois Chiles","English","USA",160000000,1997,3.7,"Action"
"Gavin Hood",114,"Moises Arias",61656849,"Harrison Ford","Ender's Game ","Aramis Knight","English","USA",110000000,2013,6.7,"Action"
"Len Wiseman",129,"Jonathan Sadowski",134520804,"Bruce Willis","Live Free or Die Hard ","Cyril Raffaelli","English","USA",110000000,2007,7.2,"Action"
"Peter Jackson",171,"Orlando Bloom",313837577,"Christopher Lee","The Lord of the Rings: The Fellowship of the Ring ","Billy Boyd","English","New Zealand",93000000,2001,8.8,"Action"
"Frank Coraci",120,"Steve Coogan",24004159,"Jim Broadbent","Around the World in 80 Days ","Cécile De France","English","USA",110000000,2004,5.8,"Action"
"Michael Mann",165,"Jada Pinkett Smith",58183966,"Will Smith","Ali ","Joe Morton","English","USA",107000000,2001,6.8,"Biography"
"Bo Welch",82,"Kelly Preston",100446895,"Sean Hayes","The Cat in the Hat ","Spencer Breslin","English","USA",109000000,2003,3.8,"Adventure"
"Alex Proyas",115,"Bruce Greenwood",144795350,"Will Smith","I, Robot ","Chi McBride","English","USA",120000000,2004,7.1,"Action"
"Ridley Scott",194,"Orlando Bloom",47396698,"Liam Neeson","Kingdom of Heaven ","Philip Glenister","English","USA",130000000,2005,7.2,"Action"
"Rob Minkoff",84,"Nathan Lane",140015224,"Chazz Palminteri","Stuart Little ","Jeffrey Jones","English","Germany",133000000,1999,5.9,"Adventure"
"Ron Clements",97,"Jenifer Lewis",104374107,"Oprah Winfrey","The Princess and the Frog ","Anika Noni Rose","English","USA",105000000,2009,7.1,"Animation"
"Ridley Scott",151,"Donald Glover",228430993,"Matt Damon","The Martian ","Benedict Wong","English","USA",108000000,2015,8.1,"Adventure"
"Michael Bay",136,"Steve Buscemi",35799026,"Scarlett Johansson","The Island ","Djimon Hounsou","English","USA",126000000,2005,6.9,"Action"
"Peter Chelsom",104,"Warren Beatty",6712451,"Del Zamora","Town & Country ","Garry Shandling","English","New Line",90000000,2001,4.4,"Comedy"
"Dominic Sena",127,"Angelina Jolie Pitt",101643008,"Nicolas Cage","Gone in Sixty Seconds ","Robert Duvall","English","USA",90000000,2000,6.5,"Action"
"Ridley Scott",171,"Connie Nielsen",187670866,"Djimon Hounsou","Gladiator ","Oliver Reed","English","USA",103000000,2000,8.5,"Action"
"Steven Spielberg",145,"Frank Grillo",132014112,"Tom Cruise","Minority Report ","Jessica Capshaw","English","USA",102000000,2002,7.7,"Action"
"Chris Columbus",174,"Rupert Grint",261970615,"Daniel Radcliffe","Harry Potter and the Chamber of Secrets ","Emma Watson","English","UK",100000000,2002,7.4,"Adventure"
"Martin Campbell",144,"Tobias Menzies",167007184,"Eva Green","Casino Royale ","Ivana Milicevic","English","UK",150000000,2006,8,"Action"
"Tim Burton",119,"Estella Warren",180011740,"Cary-Hiroyuki Tagawa","Planet of the Apes ","Erick Avari","English","USA",100000000,2001,5.7,"Action"
"James Cameron",153,"Jenette Goldstein",204843350,"Joe Morton","Terminator 2: Judgment Day ","S. Epatha Merkerson","English","USA",102000000,1991,8.5,"Action"
"Michael Mann",140,"Christian Bale",97030725,"Johnny Depp","Public Enemies ","Stephen Graham","English","USA",100000000,2009,7,"Biography"
"Ridley Scott",176,"Ruby Dee",130127620,"Denzel Washington","American Gangster ","RZA","English","USA",100000000,2007,7.8,"Biography"
"James Cameron",141,"Tia Carrere",146282411,"Jamie Lee Curtis","True Lies ","Tom Arnold","English","USA",115000000,1994,7.2,"Action"
"Tony Scott",106,"Ramon Rodriguez",65452312,"Denzel Washington","The Taking of Pelham 1 2 3 ","Michael Rispoli","English","USA",100000000,2009,6.4,"Action"
"Paul Weitz",98,"Blythe Danner",148383780,"Robert De Niro","Little Fockers ","Teri Polo","English","USA",100000000,2010,5.5,"Comedy"
"Adam McKay",116,"Will Ferrell",119219978,"Dwayne Johnson","The Other Guys ","Derek Jeter","English","USA",100000000,2010,6.7,"Action"
"Chuck Russell",115,"James Coburn",101228120,"Vanessa Williams","Eraser ","Roma Maffia","English","USA",100000000,1996,6.1,"Action"
"Quentin Tarantino",165,"Christoph Waltz",162804648,"Leonardo DiCaprio","Django Unchained ","Ato Essandoh","English","USA",100000000,2012,8.5,"Drama"
"Gary Trousdale",91,"Jason Alexander",100117603,"Demi Moore","The Hunchback of Notre Dame ","Bill Fagerbakke","English","USA",100000000,1996,6.9,"Animation"
"Mark Dindal",78,"Wendie Malick",89296573,"Eartha Kitt","The Emperor's New Groove ","John Fiedler","English","USA",100000000,2000,7.3,"Adventure"
"Simon West",103,"Sylvester Stallone",85017401,"Jason Statham","The Expendables 2 ","Bruce Willis","English","USA",92000000,2012,6.7,"Action"
"Jon Turteltaub",131,"Armando Riesco",173005002,"Nicolas Cage","National Treasure ","Annie Parisse","English","USA",100000000,2004,6.9,"Action"
"Stefen Fangmeier",104,"Ed Speleers",75030163,"Djimon Hounsou","Eragon ","Gary Lewis","English","USA",100000000,2006,5.1,"Action"
"Spike Jonze",101,"Ryan Corr",77222184,"Catherine O'Hara","Where the Wild Things Are ","Max Records","English","Germany",100000000,2009,6.8,"Adventure"
"Joe Wright",111,"Cara Delevingne",34964818,"Hugh Jackman","Pan ","Nonso Anozie","English","USA",150000000,2015,5.8,"Adventure"
"Chris Wedge",102,"Emma Kenney",107515297,"Josh Hutcherson","Epic ","Troy Evans","English","USA",100000000,2013,6.7,"Adventure"
"Florian Henckel von Donnersmarck",103,"Angelina Jolie Pitt",67631157,"Johnny Depp","The Tourist ","Rufus Sewell","English","USA",100000000,2010,6,"Action"
"Peter Hyams",121,"Mark Margolis",66862068,"CCH Pounder","End of Days ","Udo Kier","English","USA",83000000,1999,5.7,"Action"
"Edward Zwick",143,"Djimon Hounsou",57366262,"Leonardo DiCaprio","Blood Diamond ","Stephen Collins","English","Germany",100000000,2006,8,"Adventure"
"Martin Scorsese",240,"Matthew McConaughey",116866727,"Leonardo DiCaprio","The Wolf of Wall Street ","Jon Favreau","English","USA",100000000,2013,8.2,"Biography"
"Joel Schumacher",121,"Rene Auberjonois",184031112,"Michael Gough","Batman Forever ","Debi Mazar","English","USA",100000000,1995,5.4,"Action"
"Paul Verhoeven",129,"Patrick Muldoon",54700065,"Jake Busey","Starship Troopers ","Seth Gilliam","English","USA",105000000,1997,7.2,"Action"
"Tom Tykwer",172,"Jim Sturgess",27098580,"Tom Hanks","Cloud Atlas ","Jim Broadbent","English","Germany",102000000,2012,7.5,"Drama"
"Zack Snyder",101,"Richard Roxburgh",55673333,"Abbie Cornish","Legend of the Guardians: The Owls of Ga'Hoole ","Anthony LaPaglia","English","USA",80000000,2010,7,"Action"
"Pitof",87,"Christopher Heyerdahl",40198710,"Frances Conroy","Catwoman ","Alex Borstein","English","USA",100000000,2004,3.3,"Action"
"Brett Ratner",101,"Rufus Sewell",72660029,"Dwayne Johnson","Hercules ","Ingrid Bolsø Berdal","English","USA",100000000,2014,6,"Action"
"Ron Clements",95,"Martin Short",38120554,"Joseph Gordon-Levitt","Treasure Planet ","Michael Wincott","English","USA",140000000,2002,7.1,"Adventure"
"Brad Silberling",102,"Anna Friel",49392095,"Will Ferrell","Land of the Lost ","Bobb'e J. Thompson","English","USA",100000000,2009,5.4,"Adventure"
"Patrick Hughes",131,"Sylvester Stallone",39292022,"Jason Statham","The Expendables 3 ","Harrison Ford","English","USA",90000000,2014,6.1,"Action"
